ad_id,description,employeur,experience,id,location,nb_postes,niveau,niveau_etude,posted_date,region,secteur,source,title,type_contrat,url
6408919,Vous êtes infographes vous avez une bonne maitrise de la bureautique et aimeriez intégrer notre structure merci de postuler en envoyant votre CV uniquement par E-mail,,"
                            Moins d’un an
                    ",0999597de72b150d31a0ddb8a53f5e49,Hann Bel-Air,"
                            1
                    ","
                            Stage/Alternance
                    ","
                            BFEM
                    ","1. juil., 13:44","
                Dakar
            ","
                            Sécurité / Maintenance
                    ",expat-dakar,"
    INFOGRAPHE - INFORMATIQUE
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/infographe-informatique-6408919
6409069,"Nous sommes à la recherche d'un cuisinier professionnel Fast food capable de faire aussi la cuisine sénégalaise.

Il est préférable que le candidat habite à Ouakam ou Mamelles si possible.",,,06e46bbc3ca858b57764223ffad974d7,Ouakam,,,,"1. juil., 13:56","
                Dakar
            ","
                            Toursime, Hotellerie & Restauration
                    ",expat-dakar,"
    Cuisinier Fast Food
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/cuisinier-fast-food-6409069
6410127,"🌞 JOB VACANCES - COMMERCIAL(E) 🌴
Juillet, Août & Septembre
Tu veux gagner de l'argent cet été et relever un défi excitant ?

📍 Dakar

💰 À partir  (si objectifs minimum atteints)
🎯 Mission :
Vente de tickets d'événements à la plage, produits alimentaires et cosmétiques
⸻

🏆 Bonus exceptionnel :

🎁 Les 2 meilleurs vendeurs recevront chacun un terrain après les 3 mois !
⸻
✔️ Être motivé(e), à l'aise à l'oral, dynamique","
                            Shana Negoce
                    ",,6e4e361ae866b770ad469ee0d4e8365d,Mermoz,,"
                            Apprentissage
                    ","
                            Sans diplôme
                    ","2. juil., 13:09","
                Dakar
            ","
                            Commerce & grande distribution
                    ",expat-dakar,"
    Commerciale
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/commerciale-6410127
6410138,"À propos de nous

Clientelis est une startup panafricaine de santé digitale qui œuvre à améliorer l'éducation médicale et l'accès aux soins en Afrique. Nous soutenons les professionnels de santé à travers des campagnes de sensibilisation, des webinaires, des programmes d'accompagnement patient, des communications numériques, ainsi que des activités de pharmacovigilance et de recherche de marché.
Description du poste

Nous recherchons un(e) Designer Graphique Médical talentueux(se) et créatif(ve) pour concevoir des visuels percutants à destination des professionnels de santé. Vous contribuerez à des supports éducatifs, des campagnes marketing, nos réseaux sociaux et notre plateforme d'annuaire de médicaments. Vous ferez partie intégrante de notre équipe pluridisciplinaire, au service d'une mission à fort impact social.
Responsabilités principales

Créer des visuels liés aux produits de santé (médicaments, dispositifs médicaux, etc.) pour des webinaires, présentations et campagnes numériques.

Concevoir des graphismes attrayants pour les réseaux sociaux, newsletters et sites web.

Collaborer avec les équipes marketing, contenu et médical pour garantir la cohérence avec la charte graphique.

Élaborer des infographies et illustrations rendant des concepts médicaux complexes accessibles.

Proposer et exécuter des solutions visuelles originales au service des projets internes et clients.
Profil recherché

Expérience confirmée en design graphique dans le domaine pharmaceutique ou en agence de communication médicale (obligatoire).

Maîtrise des outils de design (Canva, Adobe Creative Suite, Figma ou équivalents).

Bilingue : français et anglais","
                            Clientelis Afrique
                    ",,245e899713f71fe9e215d9efe5c4a5b7,Mermoz,,"
                            CDD
                    ",,"2. juil., 13:19","
                Dakar
            ","
                            IT, Télécoms
                    ",expat-dakar,"
    Designer Graphique Médical
",,https://www.expat-dakar.com/annonce/designer-graphique-medical-6410138
6410159,"La Fondation Heinrich Böll au Sénégal est à la recherche d'un-e coordinateur-trice pour le programme de << Démocratie >> à Dakar disponible à partir de Septembre 2025.

La Fondation Heinrich Böll est une organisation internationale engagée dans la promotion de la démocratie, de la justice sociale et de la durabilité. Elle est affiliée au parti politique écologique allemand et partage les valeurs du mouvement vert en Allemagne. La Fondation accorde une attention particulière à la << démocratie du genre >> en promouvant l'émancipation sociale et l'égalité.

S'engager est la seule manière de rester en contact avec la réalité
Heinrich Böll (1917-1985)
Missions

En tant que coordinateur-trice, vous aurez l'occasion unique de contribuer activement à la promotion de la défense de la démocratie, du féminisme et des politiques migratoires au Sénégal. Le/la Coordinateur/trice de Programme sera responsable des missions suivantes :

Concevoir, planifier, mettre en œuvre et évaluer le Programme << Démocratie >> du bureau de la Fondation Heinrich Böll au Sénégal, en coordination avec la direction du bureau.

Organiser et évaluer des événements liés au Programme << Démocratie >> en collaboration avec d'autres organisations, ainsi que réaliser des études et des analyses.

Assumer le rôle de << point focal genre >> au sein du bureau et soutenir les collègues dans l'intégration de la perspective de genre dans toutes les activités de la Fondation.

Préparer, ajuster et contrôler le budget du Programme << Démocratie >> en concertation avec la direction du bureau et les finances.

Coopérer et échanger avec des organisations internationales et nationales travaillant sur les thèmes du Programme.

Rédiger des rapports sur le Programme << Démocratie >> et documenter les mesures et actions entreprises.

Effectuer une analyse régulière de la situation sociale et politique au Sénégal et dans la sous-région en ce qui concerne les questions de démocratie du genre et des migrations.

Œuvrer à mettre en lien la Fondation Heinrich Böll au Sénégal avec des réseaux stratégiques au niveau national voire international.

Soutenir les organisations locales sénégalaises dans leurs actions de lutte/plaidoyer se rapportant aux thèmes du Programme.
Profil

La personne idéale devra être solidement enracinée dans la société civile sénégalaise, posséder un solide réseau de contacts au sein des différents acteurs et détenir une expertise approfondie dans les domaines des droits des femmes, des politiques migratoires, ainsi que des acquis démocratiques au Sénégal.

Diplôme universitaire de niveau minimum BAC+5 en droit, sciences humaines, sciences sociales, sociologie, sciences politiques avec une spécialisation dans les questions de genre.

Au moins 2 ans d'expérience professionnelle dans le domaine des ONG, de la société civile ou de la coopération internationale.

Expérience avérée dans la conception de projets et l'organisation d'événements.

Expertise avérée dans les questions de genre et mise en pratique de l'approche genre.

Très bonne maîtrise du français et d'une des langues nationales, tant à l'oral qu'à l'écrit.

Bonne connaissance de l'anglais (au moins niveau B2) à l'oral comme à l'écrit (la connaissance de l'allemand serait un atout).

Excellentes compétences rédactionnelles pour la rédaction de projets, de rapports et d'articles.

Engagement personnel au sein de mouvements associatifs pour l'égalité des genres, le féminisme et/ou les droits des migrant(e)s.

**Qualités personnelles et professionnelles **

Excellente capacité de travail en équipe interculturelle et en autonomie, même sous pression et dans le respect des délais.

Capacité à travailler dans des contextes variés avec divers acteurs.

Ouverture d'esprit et respect des principes d'égalité des sexes et de diversité
Nous offrons

Impact positif : Votre travail aura un véritable impact sur la société civile sénégalaise et les communautés locales y compris celles qui sont les plus défavorisées  .

Environnement stimulant : Vous évoluerez dans un environnement de travail dynamique et stimulant, entouré-e d'une équipe passionnée et engagée. Vous aurez l'occasion de collaborer avec des experts internationaux et de développer vos compétences professionnelles.

Développement personnel : La fondation offre des opportunités de formation continue et des opportunités de réseautage international. Vous aurez l'occasion de travailler avec des équipes multiculturelles et de participer à des projets d'envergure internationale.","
                            Fondation Heinrich Böll
                    ","
                            2 ans
                    ",acfd2b3038ffd5b3c2571e8e734ea5e1,Dakar,,"
                            CDD
                    ","
                            Bac+5
                    ","2. juil., 13:28","
                Dakar
            ","
                            Autres
                    ",expat-dakar,"
    Coordinatrice du Programme « Démocratie »
",,https://www.expat-dakar.com/annonce/coordinatrice-du-programme-democratie-6410159
6410314,"OFFRE_D'#EMPLOI une grande société chinoise recrute des commerciaux pour la vente en ligne des produits bio et services travail que vous pouvez cumulé avec un autre activité....

#Téléphone ☎️ watshappp

#Société #Sunhome_Dakar_Ngor_Almadis

🚨Infos🚨 À lire 👇Belle opportunité d'affaire !

#Téléphone☎️ watshappp

#Sunhome : société de marketing de réseau

👉 Dakar

👉Thies

👉Mbour

👉Touba

👉Ziguinchor

👉Kaolack

👉saint Louis

👉 keur MASSAR

Vous recherchez un complément de revenu ou une réorientation de carrière avec une société fiable et durable ? Que vous soyez employé, étudiant, retraité, sans emploi, indépendant. nous vous offrons une possibilité de développer une activité à temps partiel ou à temps plein, quel que soit votre cursus, avec ou sans diplôme, expérience ou non dans le domaine du marketing de réseau et de gagner des revenus exponentielles en étant votre propre patron contactez nous !","
                            Sunhome
                    ","
                            Moins d’un an
                    ",a0e4176d3b13611467a08eefd7821ee2,Ngor,"
                            100
                    ","
                            Indépendant / Franchise
                    ","
                            Sans diplôme
                    ","2. juil., 16:00","
                Dakar
            ","
                            Commerce & grande distribution
                    ",expat-dakar,"
    COMMERCIAL  SUNHOME
","
                            Temps partiel
                    ",https://www.expat-dakar.com/annonce/commercial-sunhome-6410314
6410904,"Recrutement : Comptable
Urgent une entreprise internationale Basée à HLM grand yoff Dakar recrute un comptable pour compléter son effectif.

Pour plus d'informations supplémentaires veuillez nous contacter sur les numéros indiqués.
Bonne chance...",,,13f5d95b5e7ef63d13555c1a28d71c9b,Hlm grand-yoff,,,,"3. juil., 09:34","
                Dakar
            ",,expat-dakar,"
    Recrutement : Comptable
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/recrutement-comptable-6410904
6408797,"OCB CLIPPER MAX DISTRIBUTION

Basée dans la distribution des feuilles à rouleur sur le secteur informel et formel, nous sommes à la recherche de commerciaux ambitieux et rigoureux pouvant assurer la majeure partie des distributions sur le territoire tout en développant un portefeuille clients de qualité

NB : Le permis Moto est obligatoire

Avec une expérience d'au moins 6 mois et une maîtrise de la ville de Dakar","
                            OCB
                    ",,8de8b8c38477de505fb6eb73501577b2,Dakar,,,,"1. juil., 12:08","
                Dakar
            ",,expat-dakar,"
    RECRUTEMENT COMMERCIAL OCB
",,https://www.expat-dakar.com/annonce/recrutement-commercial-ocb-6408797
6405383,"je m appelle Fazita Ba j ai 30 ans

je cherche du travaille comme serveuse ou vendeuse

Faz",,,b60e4ca2de67dc432add131dc604c479,Ngor,,,,"27. juin, 09:19","
                Dakar
            ",,expat-dakar,"
    Serveuse
",,https://www.expat-dakar.com/annonce/serveuse-6405383
6406007,"Offre d'emploi vous êtes enthousiaste, vous aimez le challenge dynamique à la recherche d'un emploi,  rejoignez - nous à delta Marketing ensemble nous allons par des techniques commerciales gagner de l'argent,  avec une formation en Marketing théorie et pratique les revenus pouvant atteindre quatre-vingt mille francs ou plus (80000 ) avec des possibilités d'être managers d'entreprise sous peu de temps contact .",,,e9054b3864dbf73892f268b9643f2cdc,Liberte 6,,,,"27. juin, 15:41","
                Dakar
            ",,expat-dakar,"
    Recrutement/Commerciaux
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/recrutementcommerciaux-6406007
6406716,"Dans le cadre de plusieurs évènements/ show nous recherchons des danseurs expérimentés.
Les shows sont organisés une à deux fois par semaine, une chorégraphie sera à répéter.
Avantages:

Salaire à la semaine

Repas inclus
(Transport pas inclus)
Merci d'envoyer par WhatsApp  une video de vos performances ou détailler  vos expériences dans le domaine .","
                            Évent Almadies
                    ","
                            1 an
                    ",788bdbe76fff990b15fa40ddb3e6ef77,Almadies,"
                            10
                    ","
                            CDI
                    ","
                            Sans diplôme
                    ","29. juin, 10:56","
                Dakar
            ","
                            Media & divertissement
                    ",expat-dakar,"
    Recherches danseurs / danseuses pour spectacle
","
                            Temps partiel
                    ",https://www.expat-dakar.com/annonce/recherches-danseurs-danseuses-pour-spectacle-6406716
6407620,"Recrutement :  Assistant commercial

Urgent une entreprise située  à HLM GRANG YOFF dans la région de Dakar recrute pour compléter sont effectif des personnes dynamiques motivées et qui aime les challenges pour plus d'informations veuillez nous contacter sur le numéro indiqué., bonne chance une bonne rémunération avec des primes sont à l'honneur.",,,af42f9718ce0ba1e02ec4a8230c64863,Hlm grand-yoff,,,,"30. juin, 11:23","
                Dakar
            ",,expat-dakar,"
    Recrutement Assistant Commercial
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/recrutement-assistant-commercial-6407620
6407640,"🚨 Récrutement 🚨

Une entreprise située ans la région de Dakar plus précisément à HLM GRANG YOFF, récrute pour compléter sont effectif le poste disponible est la suivante  :   (Gestion des Entreprises )

dont nous serons dans l'obligation de vous octroyer une formation de 2 jours gratuite avant contrat

Les conditions pour faire partir de l'équipe sont les suivantes :

Avoir une photocopie de la pièce d'identité _ photocopie du dernier diplôme.

_ le CV  ( qui n'est pas une obligation)

_ une lettre manuscrite

Pour plus d'informations veuillez vous rapprochez de la direction chargée du Récrutement .
Bonne chance",,,2308a6e49e574884e1067b45d1b969c8,Hlm grand-yoff,,,,"30. juin, 11:23","
                Dakar
            ",,expat-dakar,"
    Recrutement Gestion des entreprises
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/recrutement-gestion-des-entreprises-6407640
6407646,"Recrutement : Marketing et Communication

Urgent une entreprise  située à Dakar    plus précisément à HLM GRANG YOFF recrute pour compléter sont effectif des personnes dynamiques motivées et qui aime les challenges pour plus d'informations veuillez nous contacter sur le numéro indiqué. bonne chance une bonne rémunération avec des primes sont à l'honneur.",,,f0348c4ba9d7245d90a6dc9f7227433f,Hlm grand-yoff,,,,"30. juin, 11:23","
                Dakar
            ",,expat-dakar,"
    Recrutement :Maketing et Communication
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/recrutement-maketing-et-communication-6407646
6407746,"RECRUTEMENT CAISSIÈRE

Une (O N G )Américano  Canadienne située à Dakar plus précisément HLM GRANG YOFF lance une campagne de recrutement .

Caissière
Pour TOUTES INFORMATION VEUILLEZ CONTACTER LE SERVICE .",,,40f59b8e3f50a5512a463debe85b60ce,Hlm grand-yoff,,,,"30. juin, 11:55","
                Dakar
            ",,expat-dakar,"
    Recrutement CAISSIÈRE
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/recrutement-caissiere-6407746
6407752,"RECRUTEMENT D'AGENT COMMERCIAL
UNE ONG américain située à HLM GRANG YOFF Dakar  lance un recrutement
AGENT COMMERCIAL

POUR TOUTES INFOS VEUILLEZ CONTACTER LE SERVICE",,,58e4ce263e15f026ae9a25a8de085297,Hlm,,,,"30. juin, 11:58","
                Dakar
            ",,expat-dakar,"
    Recrutement Agent COMMERCIAL
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/recrutement-agent-commercial-6407752
6407765,"OFFRE D'EMPLOI

UNE ONG  Américano Canadienne située à Dakar plus précisément HLM GRANG YOFF recrute des comptables

Pour toutes infos veillez contacter le service",,,b0c916546283786e22787b46c34c36ca,Hlm,,,,"30. juin, 12:01","
                Dakar
            ",,expat-dakar,"
    Recrutement Comptables
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/recrutement-comptables-6407765
6403096,"Recrutement : Assistants Commerciaux

Urgent une entreprise nouvellement installée à Ngaparou dans la région de Mbour  recrute pour compléter sont effectif des personnes dynamiques motivées et qui aime les challenges pour plus d'informations veuillez nous contacter sur le numéro indiqué,  bonne chance une bonne rémunération avec des primes sont à l'honneur.",,,8040e2e490f8de39e6881808746873fa,Mbour,,,,"24. juin, 12:40","
                Thiès
            ",,expat-dakar,"
    Recrutement :Assistants Commerciaux
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/recrutement-assistants-commerciaux-6403096
6402969,"Nous recherchons pour un de nos client un agent de sécurité
Poste basé à Dakar Liberté 6
Missions:
assurer la protection des biens et matériels durant la nuit jusqu'au matin
faire des rounds réguliers pour
assurer la gestion de caméras de sécurité pour la détection d'activités suspectes.
assurer la supervision des systèmes d'alarme pour la détection des signes d'intrusion.
faire des patrouilles  régulières en pleine nuit sur le terrain pour l'identification d'activités suspectes.
assurer les contrôles de routine sur le verrouillage des entrées et des sorties d'un bâtiment.
signaler de vols, les actes de vandalisme ou d'autres activités suspectes à un superviseur.
Compétences
une bonne condition physique
avoir le souci du détail
avoir la patience
avoir la concentration
être vigilant
avoir le sens de la communication
Profil
avoir le Bac
une première expérience au même poste
bien s'exprimer en Français et en Wolof
habiter dans la zone de liberté 6 et ses environs (critère obligatoire)",,,d52fb296cc3765f736294f0b1d5bd6f8,Liberte 6,,,,"24. juin, 12:51","
                Dakar
            ",,expat-dakar,"
    AGENT DE SECURITE/GARDIEN DE NUIT
",,https://www.expat-dakar.com/annonce/agent-de-securitegardien-de-nuit-6402969
6403724,"Nous recherchons un Business Developer pour un de nos clients spécialisé dans la création de de solutions numériques innovantes.
Missions

Maintenir et développer les relations avec les clients existants

Élaborer des stratégies de développement commercial adaptées aux marchés ciblés

Participer à l'élaboration des offres commerciales et à leur présentation

Assurer un reporting régulier de l'activité commerciale

Prospection et développement commercial

Techniques de négociation et de closing

Analyse de marché et veille concurrentielle

Gestion de portefeuille clients et fidélisation

Esprit d'équipe et capacité à travailler en autonomie
Profil

Formation Bac+3 à Bac+5 en commerce, marketing, ou domaine pertinent

Expérience réussie (minimum 5 années) dans le développement commercial ou la vente B2B

Excellentes compétences en négociation et communication

Capacité à travailler de manière indépendante et proactive

Forte orientation résultats et sens de l'initiative

Maîtrise des outils CRM et pack Office (Excel, PowerPoint)

Bonne connaissance du secteur [spécifique si nécessaire]","
                            GPF
                    ","
                            5 ans
                    ",6c909cfdd70f4315bb44f800a8378bc5,Dakar,,"
                            CDD
                    ","
                            Bac+3
                    ","25. juin, 08:48","
                Dakar
            ","
                            Commerce & grande distribution
                    ",expat-dakar,"
    Business Developer
",,https://www.expat-dakar.com/annonce/business-developer-6403724
6403454,"Urgent

J'ai besoin d'une femme de ménage à fatick nettoyage 3 fois par semaine et faire les courses (pas tout les jours)","
                            Mme Diouf
                    ",,562b8e39bad426e8bba6848ed6ab7b95,Fatick,"
                            1
                    ",,,"25. juin, 08:48","
                Fatick
            ","
                            Services à la personne
                    ",expat-dakar,"
    Femme de ménage
","
                            Temps partiel
                    ",https://www.expat-dakar.com/annonce/femme-de-menage-6403454
6403726,"Nous cherchons des Agents de sécurité sérieux et motivés pour assurer la surveillance de nos locaux et garantir la sécurité des biens et personnes.
Pièces à fournir :

CV

Photo copie carte d'identité

Certificat de résidence","
                            Leader Intérim & Services
                    ",,8fa4a14b751f9486763f2226b990f276,Ouest foire,"
                            1
                    ","
                            CDD
                    ",,"25. juin, 08:51","
                Dakar
            ","
                            Sécurité / Maintenance
                    ",expat-dakar,"
    Agent de Sécurité
",,https://www.expat-dakar.com/annonce/agent-de-securite-6403726
6405133,Nous recrutons une femme de ménage qui habite ouakam et ses environs pour une descente de chaque JOUR et passe  la nuit un weeken sur deux fois dans le mois  quand celle qui fait la cuisine décent  elle le remplace le weeken pour le service de table et la vaicelle  son travail consistera à faire le ménage un peu de linge à deux et aider la cuisinière de 8H à 17H du lundi au samedi sauf  un dimanche sur deux ou elle passe la nuit salaire soixante dix mille.,"
                            charles placement
                    ","
                            Moins d’un an
                    ",f54bba95c347b5b02082bcfe2f407b7e,Ouakam,"
                            1
                    ","
                            Indépendant / Franchise
                    ","
                            Sans diplôme
                    ","26. juin, 15:15","
                Dakar
            ","
                            Services à la personne
                    ",expat-dakar,"
    Femme de ménage  habite  ouakam cité assena
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/femme-de-menage-habite-ouakam-cite-assena-6405133
6401733,"Nous recherchons un(e) Développeur(se) WordPress pour créer et maintenir des sites web sous CMS. Vous travaillerez sur la personnalisation de thèmes, l'intégration de plugins et l'optimisation SEO, tout en assurant la sécurité et la performance des sites.
Responsabilités

Développement WordPress : Installation, configuration, personnalisation de thèmes (CSS, thèmes enfants), gestion des plugins

Optimisation SEO : Mise en place de bonnes pratiques SEO et suivi de la performance (Google Analytics)

Sécurisation des sites : Protection, mises à jour, sauvegardes, gestion des utilisateurs

Veille technologique : Suivi des évolutions WordPress et des meilleures pratiques
Compétences requises

Maîtrise de WordPress, HTML, CSS, et JavaScript

Connaissance des principes SEO et de cybersécurité web

Bonne gestion de projets et capacité à travailler en équipe

Esprit créatif et orienté solutions
Profil recherché

Formation en développement web ou équivalent

Expérience (professionnelle ou personnelle) avec WordPress

Curiosité, autonomie et esprit d'initiative
Pourquoi nous rejoindre ?

Environnement dynamique avec des projets variés

Opportunité de développer vos compétences sur des projets ambitieux","
                            Galima Group
                    ",,d09464117cf7b2f02c8b2627d4418659,Saint-Louis,,,,"23. juin, 10:39","
                Saint-Louis
            ","
                            IT, Télécoms
                    ",expat-dakar,"
    Développeur(se) Site Web CMS (WordPress)
",,https://www.expat-dakar.com/annonce/developpeurse-site-web-cms-wordpress-6401733
6402744,Fast food préparateur et cuisine avec longue expérience,"
                            Elhadji Niang
                    ","
                            5 ans
                    ",4e687b61f11ccfac3927d0a00e7f2ef9,Dakar,"
                            2
                    ",,,"31. juil., 05:40","
                Dakar
            ","
                            Toursime, Hotellerie & Restauration
                    ",expat-dakar,"
    Fast food préparateur et cuisine
",,https://www.expat-dakar.com/annonce/fast-food-preparateur-et-cuisine-6402744
6403090,"🚨 Récrutement 🚨

Une entreprise située ans la région de mbour  plus précisément à Ngaparou, récrute pour compléter sont effectif le poste disponible est la suivante  : Agents Commerciaux ( la prospection et la sensibilisation)

dont nous serons dans l'obligation de vous octroyer une formation de 2 jours gratuite avant contrat

Les conditions pour faire partir de l'équipe sont les suivantes :

Avoir une photocopie de la pièce d'identité _ photocopie du dernier diplôme.

_ le CV  ( qui n'est pas une obligation)

_ une lettre manuscrite

Pour plus d'informations veuillez vous rapprochez de la direction chargée du Récrutement sur le numéro indiqué.
Bonne chance",,,4268a54f5848a735b9b2d52306a15dfa,Ngaparou,,,,"24. juin, 12:34","
                Thiès
            ",,expat-dakar,"
    Récrutement Commerciaux
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/recrutement-commerciaux-6403090
6403094,"Recrutement : Délégué médical

Urgent une entreprise nouvellement installée à Ngaparou dans la région de Mbour  recrute pour compléter sont effectif des personnes dynamiques motivées et qui aime les challenges pour plus d'informations veuillez nous contacter sur le numéro indiqué,  bonne chance une bonne rémunération avec des primes sont à l'honneur.",,,af6f184e8a9cc7def90d070b3d776ee8,Mbour,,,,"24. juin, 12:37","
                Thiès
            ",,expat-dakar,"
    Recrutement délégué médicale
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/recrutement-delegue-medicale-6403094
6397554,"Ingénieur DevOps Cloud GCP (Kubernetes / Python / GO)

Type de contrat : CDx ou Prestation longue durée

Lieu : Dakar

Disponibilité : Immédiate ou à convenir

Niveau d'expérience : 7 ans et plus
Votre mission

Nous recherchons un(e) Ingénieur(e) DevOps Cloud GCP expérimenté(e) pour rejoindre une équipe dynamique dans un environnement technique stimulant. Vous serez responsable du développement, de la gestion et de l'optimisation des pipelines de données au sein d'un environnement Cloud GCP, tout en veillant à la performance et à la sécurité de l'infrastructure. Vous collaborerez étroitement avec les équipes pour garantir des solutions robustes, efficaces et conformes aux meilleures pratiques.
Compétences indispensables
Technologies Cloud :

GCP (Google Cloud Platform) - Kubernetes, Cloud Functions, Pub/Sub, PostgreSQL

Helm File pour la gestion des déploiements Kubernetes

CI/CD avec GitLab CICD
Développement :

Langages de programmation GO ou Python

Automatisation et scripting (shell, Python, etc.)

Bases de données relationnelles, notamment PostgreSQL
Infrastructure & Sécurité :

Gestion et optimisation de l'infrastructure Cloud GCP

Connaissance des concepts de sécurité et de conformité dans un environnement cloud
Compétences secondaires appréciées

Expérience dans le secteur du commerce de détail ou de la grande distribution

Kubernetes, Helm, Docker

Connaissance des outils de supervision (Grafana, Prometheus, ELK)

Expérience avec les méthodologies agiles (Scrum, Sprint Planning, Backlog...)
Profil recherché

Diplômé(e) Bac+5 en informatique ou équivalent

Expérience de plus de 7 ans en Kubernetes et dans les environnements Cloud

Excellentes compétences en communication écrite et orale en français

Esprit d'analyse et d'amélioration continue : Capacité à remettre en question les solutions existantes et à proposer des améliorations

Autonomie, esprit d'équipe et capacité à collaborer avec des membres d'équipe interfonctionnels

Maîtrise des pratiques agiles (Scrum, Sprint Planning, etc.)","
                            Galimatech
                    ","
                            7 ans
                    ",aa00cb0247b4de9e088fca38d0cb5126,Dakar,,"
                            CDI
                    ","
                            Bac+5
                    ","18. juin, 16:36","
                Dakar
            ","
                            IT, Télécoms
                    ",expat-dakar,"
    Ingénieur DevOps Cloud GCP (Kubernetes / Python / GO)
",,https://www.expat-dakar.com/annonce/ingenieur-devops-cloud-gcp-kubernetes-python-go-6397554
6397560,"Nous cherchons des aides comptables dynamiques et rigoureux(ses)
Profil recherché :

Diplôme en comptabilité, finance ou gestion ( Bac+2 minimum)

Maitrise des outils informatiques (Excel, logiciels comptables)

Bonne organisation, discrétion et esprit d'équipe
Pièces à fournir :

CV

Photo copie carte d'identité

Certificat de résidence","
                            Leader Intérim & Services
                    ",,537611ca7506621e2178fce93dc90884,Ouest foire,"
                            1
                    ","
                            CDD
                    ","
                            Bac+2
                    ","18. juin, 16:40","
                Dakar
            ","
                            Banques, finances
                    ",expat-dakar,"
    Aide comptable
",,https://www.expat-dakar.com/annonce/aide-comptable-6397560
6398435,"Bonjour,
Notre succursale installée en France recherche, des partenaires performants pour notre prochaine succursale qui va s'installer à Dakar.

Dotée d'une première expérience en tant que commercial sédentaire, d'une aisance téléphonique. Vos interlocuteurs seront des professionnels basés en France.

Une maîtrise parfaite du français sera exigée.

Demande de Cv+présentation oral via WhatsApp.

Salaire+prime

Repas midi

Lieu: Keur M'baye Fall","
                            SEVU PRO
                    ","
                            1 an
                    ",510413c43bca9ee3d8517139fecf8c1d,Almadies,"
                            2
                    ","
                            CDI
                    ","
                            Bac+2
                    ","19. juin, 16:06","
                Dakar
            ","
                            Commerce & grande distribution
                    ",expat-dakar,"
    Recherche Commercial Sédentaire
","
                            Temps plein
                    ",https://www.expat-dakar.com/annonce/recherche-commercial-sedentaire-6398435
6399484,"Réceptionniste-Agent du service client.
Profil recherché

Le sens de l'accueil

Une bonne présentation

Être multitâche

Parler plusieurs langues

Motivé(e) et ambitieux (se >>)

Ouvert(e) au changement

En quête d'excellence

Aime servir
Localisation

Diamniadio à côté du stade Abdoulaye Wade.","
                            Courtyard by Marriott
                    ",,94abdcadb5d6894a568b9313b741377c,Diamniadio,,"
                            CDD
                    ",,"20. juin, 11:43","
                Dakar
            ","
                            Toursime, Hotellerie & Restauration
                    ",expat-dakar,"
    Réceptionniste – Agent du service client
",,https://www.expat-dakar.com/annonce/receptionniste-agent-du-service-client-6399484
6399509,"Nous recrutons un Project Manager h/f pour un projet sur Kolda -Dakar.
Secteur d'activité : Energies renouvelables.","
                            RMO Sénégal
                    ",,7d891e7891a37ae9671359b94c489ab5,Dakar,,"
                            CDD
                    ",,"20. juin, 11:54","
                Dakar
            ","
                            Mines
                    ",expat-dakar,"
    Project Manager
",,https://www.expat-dakar.com/annonce/project-manager-6399509
6401097,"Je suis une jeune fille dynamique et motivé, je cherche un travail comme ménage ou nounou.merci de me contacter en cas de besoin",,,d8a61f370fe3905dee8275ff0a74721d,Parcelles Assainies,,,,"22. juin, 20:17","
                Dakar
            ",,expat-dakar,"
    Ménage-nounou
",,https://www.expat-dakar.com/annonce/menage-nounou-6401097
6401069,"Bonjour, cherche pour un appartement une dame de ménage propre et correcte pour s'occuper de la propreté 3 Fois par semaine les matins. De préférence qui n'habite pas loin du CICES.",,,64e935a7102480648d1e8cf03c3ea942,Sud foire,"
                            1
                    ",,,"22. juin, 20:37","
                Dakar
            ","
                            Services à la personne
                    ",expat-dakar,"
    FEMME DE MÉNAGE POUR NETTOYAGE APPARTEMENT
","
                            Temps partiel
                    ",https://www.expat-dakar.com/annonce/femme-de-menage-pour-nettoyage-appartement-6401069
6401462,pour une descente de chaque jour nous recrutons pour un  domicile à mermoz une fille chrétienne  formée en cuisine europenne avec au moins 5ans d'expérience qui sait proposer un menue de la semaine et qui fait très bien la cuisine envoyer votre cv disponibilité immédiate,"
                            charles placement
                    ","
                            5 ans
                    ",6d85e9449775716be52195d5d0dbb5d5,Ouakam,"
                            2
                    ","
                            Indépendant / Franchise
                    ","
                            BFEM
                    ","23. juin, 08:49","
                Dakar
            ","
                            Services à la personne
                    ",expat-dakar,"
    recrutons une chef chretienne
",,https://www.expat-dakar.com/annonce/recrutons-une-chef-chretienne-6401462
